name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,web_name
Jorge Luiz Frello Filho,0,0,15,0,13.8,118,254,2,0,3.2,17.8,2020-02-17T20:00:00Z,90,0,0,0,0,26,0,326889,2,0,0.0,2,15633,30941,15308,49,True,0,Man Utd,Chelsea,MID,Jorginho
Conor Coady,0,0,21,1,0.0,403,260,0,0,1.4,14.2,2020-02-14T20:00:00Z,90,0,0,0,0,26,0,110501,0,0,0.0,6,1662,3653,1991,50,True,0,Leicester,Wolves,DEF,Coady
Glenn Murray,0,0,2,0,1.4,44,253,1,0,2.8,1.0,2020-02-08T17:30:00Z,90,0,0,0,0,26,0,55304,1,1,26.0,2,2706,3492,786,54,True,0,Watford,Brighton,FWD,Murray
Michel Vorm,0,0,0,0,0.0,555,252,0,0,0.0,0.0,2020-02-16T14:00:00Z,0,0,0,0,0,26,0,1578,3,2,0.0,0,-38,20,58,43,False,0,Aston Villa,Spurs,GK,Vorm
Sam Byram,0,0,2,0,1.1,454,257,0,0,0.4,2.4,2020-02-15T17:30:00Z,26,0,0,0,0,26,0,8946,1,0,0.0,1,115,262,147,44,True,0,Liverpool,Norwich,DEF,Byram
Matej Vydra,0,3,34,1,0.5,92,259,0,1,8.8,42.4,2020-02-15T12:30:00Z,68,0,0,0,0,26,0,4030,2,1,45.0,9,-10,50,60,53,False,0,Southampton,Burnley,FWD,Vydra
Francisco Femenía Far,0,0,0,0,0.0,357,253,0,0,0.0,0.0,2020-02-08T17:30:00Z,0,0,0,0,0,26,0,31577,1,1,0.0,0,-2909,20,2929,42,False,0,Brighton,Watford,DEF,Kiko Femenía
Addji Keaninkin Marc-Israel Guehi,0,0,0,0,0.0,545,254,0,0,0.0,0.0,2020-02-17T20:00:00Z,0,0,0,0,0,26,0,5947,2,0,0.0,0,-159,34,193,40,True,0,Man Utd,Chelsea,DEF,Guehi
Matteo Darmian,0,0,0,0,0.0,230,254,0,0,0.0,0.0,2020-02-17T20:00:00Z,0,0,0,0,0,26,0,3337,2,0,0.0,0,-10,9,19,49,False,0,Chelsea,Man Utd,DEF,Darmian
Chris Basham,0,0,18,0,27.3,423,258,1,0,5.6,22.6,2020-02-09T14:00:00Z,90,0,0,0,0,26,0,78002,1,2,6.0,2,17966,20432,2466,45,True,0,Bournemouth,Sheffield Utd,DEF,Basham
Ravel Morrison,0,0,0,0,0.0,456,258,0,0,0.0,0.0,2020-02-09T14:00:00Z,0,0,0,0,0,26,0,5905,1,2,0.0,0,-322,11,333,46,True,0,Bournemouth,Sheffield Utd,MID,Morrison
Pablo Zabaleta,0,0,3,0,0.6,379,256,1,0,0.5,4.2,2020-02-19T19:30:00Z,30,0,0,0,0,26,0,34873,0,2,0.0,1,-833,211,1044,42,False,0,Man City,West Ham,DEF,Zabaleta
Alex McCarthy,0,0,15,0,0.0,318,259,2,0,2.7,26.8,2020-02-15T12:30:00Z,90,0,0,0,0,26,4,279310,2,1,0.0,2,26434,33236,6802,44,True,0,Burnley,Southampton,GK,McCarthy
Konstantinos Mavropanos,0,0,0,0,0.0,8,251,0,0,0.0,0.0,2020-02-16T16:30:00Z,0,0,0,0,0,26,0,2912,0,4,0.0,0,-46,7,53,44,True,0,Newcastle,Arsenal,DEF,Mavropanos
Nick Pope,0,0,11,0,0.0,93,259,1,0,1.0,9.8,2020-02-15T12:30:00Z,90,0,0,0,0,26,1,1115805,2,1,0.0,2,75237,88814,13577,47,False,0,Southampton,Burnley,GK,Pope
Will Norris,0,0,0,0,0.0,413,260,0,0,0.0,0.0,2020-02-14T20:00:00Z,0,0,0,0,0,26,0,41710,0,0,0.0,0,-567,211,778,40,True,0,Leicester,Wolves,GK,Norris
Asmir Begovic,0,0,0,0,0.0,72,258,0,0,0.0,0.0,2020-02-09T14:00:00Z,0,0,0,0,0,26,0,54692,1,2,0.0,0,-458,35,493,42,False,0,Sheffield Utd,Bournemouth,GK,Begovic
Marcos Alonso,0,0,0,0,0.0,103,254,0,0,0.0,0.0,2020-02-17T20:00:00Z,0,0,0,0,0,26,0,151468,2,0,0.0,0,-901,458,1359,60,True,0,Man Utd,Chelsea,DEF,Alonso
Anthony Martial,0,0,20,1,2.9,239,254,0,1,7.6,31.8,2020-02-17T20:00:00Z,90,0,0,0,0,26,0,856345,2,0,41.0,8,-141649,16332,157981,79,False,0,Chelsea,Man Utd,MID,Martial
Daniel Ceballos Fernández,0,0,12,1,41.4,469,251,0,0,5.7,15.8,2020-02-16T16:30:00Z,81,0,0,0,0,26,0,222784,0,4,0.0,3,-1290,216,1506,52,True,0,Newcastle,Arsenal,MID,Ceballos
Jonny Evans,0,3,29,1,11.5,162,260,0,0,4.3,25.2,2020-02-14T20:00:00Z,90,0,0,0,0,26,0,442335,0,0,6.0,9,-24939,7656,32595,52,False,0,Wolves,Leicester,DEF,Evans
Jack Stacey,0,0,0,0,0.0,446,258,0,0,0.0,0.0,2020-02-09T14:00:00Z,0,0,0,0,0,26,0,5954,1,2,0.0,0,-173,7,180,43,False,0,Sheffield Utd,Bournemouth,DEF,Stacey
Christian Atsu,0,0,0,0,0.0,267,251,0,0,0.0,0.0,2020-02-16T16:30:00Z,0,0,0,0,0,26,0,8568,0,4,0.0,0,-125,72,197,53,False,0,Arsenal,Newcastle,MID,Atsu
Virgil van Dijk,0,0,24,1,2.0,183,257,0,0,3.2,9.2,2020-02-15T17:30:00Z,90,0,0,0,0,26,0,3308961,1,0,21.0,6,37865,73854,35989,65,False,0,Norwich,Liverpool,DEF,van Dijk
Federico Fernández,0,0,9,0,0.1,254,251,2,0,1.6,13.4,2020-02-16T16:30:00Z,74,0,0,0,0,26,0,120658,0,4,2.0,1,48273,56339,8066,44,False,0,Arsenal,Newcastle,DEF,Fernández
Cenk Tosun,0,0,0,0,0.0,146,255,0,0,0.0,0.0,2020-02-08T12:30:00Z,0,0,0,0,0,26,0,12707,1,3,0.0,0,-4608,57,4665,57,False,0,Everton,Everton,FWD,Tosun
Gabriel Teodoro Martinelli Silva,0,0,0,0,0.0,504,251,0,0,0.0,0.0,2020-02-16T16:30:00Z,0,0,0,0,0,26,0,317344,0,4,0.0,0,54236,68750,14514,46,True,0,Newcastle,Arsenal,FWD,Martinelli
Will Hughes,0,0,3,0,18.3,370,253,1,0,4.2,13.6,2020-02-08T17:30:00Z,90,0,0,0,0,26,0,21212,1,1,10.0,1,-148,58,206,53,False,1,Brighton,Watford,MID,Hughes
Ryan Giles,0,0,0,0,0.0,607,260,0,0,0.0,0.0,2020-02-14T20:00:00Z,0,0,0,0,0,26,0,899,0,0,0.0,0,-153,49,202,40,True,0,Leicester,Wolves,DEF,Giles
Jetro Willems,0,0,0,0,0.0,498,251,0,0,0.0,0.0,2020-02-16T16:30:00Z,0,0,0,0,0,26,0,77898,0,4,0.0,0,-13954,37,13991,45,False,0,Arsenal,Newcastle,DEF,Willems
Sadio Mané,0,0,21,0,2.6,192,257,0,1,5.7,33.2,2020-02-15T17:30:00Z,30,0,0,0,0,26,0,1497929,1,0,21.0,5,-325714,14850,340564,122,False,1,Norwich,Liverpool,MID,Mané
Mark Travers,0,0,0,0,0.0,74,258,0,0,0.0,0.0,2020-02-09T14:00:00Z,0,0,0,0,0,26,0,12169,1,2,0.0,0,-44,229,273,42,False,0,Sheffield Utd,Bournemouth,GK,Travers
Adam Idah,0,0,0,0,0.0,538,257,0,0,0.0,0.0,2020-02-15T17:30:00Z,0,0,0,0,0,26,0,9030,1,0,0.0,0,-171,235,406,44,True,0,Liverpool,Norwich,FWD,Idah
Kyle Walker-Peters,0,0,9,0,1.6,337,259,2,0,1.3,11.0,2020-02-15T12:30:00Z,72,0,0,0,0,26,0,42778,2,1,0.0,1,2876,3521,645,44,True,0,Burnley,Southampton,DEF,Walker-Peters
Kieron Freeman,0,0,0,0,0.0,292,258,0,0,0.0,0.0,2020-02-09T14:00:00Z,0,0,0,0,0,26,0,7122,1,2,0.0,0,5,129,124,42,True,0,Bournemouth,Sheffield Utd,DEF,Freeman
Ben Davies,0,0,22,0,11.2,329,252,2,0,5.6,43.2,2020-02-16T14:00:00Z,90,0,0,0,0,26,0,8515,3,2,2.0,1,-35,30,65,53,False,0,Aston Villa,Spurs,DEF,Davies
Gary Cahill,0,0,8,0,0.3,503,255,3,0,1.0,3.6,2020-02-08T12:30:00Z,90,0,0,0,0,26,0,88439,1,3,6.0,1,1320,3197,1877,44,False,0,Everton,Crystal Palace,DEF,Cahill
Stephen Henderson,0,0,0,0,0.0,556,255,0,0,0.0,0.0,2020-02-08T12:30:00Z,0,0,0,0,0,26,0,32405,1,3,0.0,0,172,1338,1166,40,False,0,Everton,Crystal Palace,GK,Henderson
David Martin,0,0,0,0,0.0,553,256,0,0,0.0,0.0,2020-02-19T19:30:00Z,0,0,0,0,0,26,0,128940,0,2,0.0,0,-4161,2536,6697,41,False,0,Man City,West Ham,GK,Martin
Simon Moore,0,0,0,0,0.0,436,258,0,0,0.0,0.0,2020-02-09T14:00:00Z,0,0,0,0,0,26,0,6559,1,2,0.0,0,4,106,102,43,True,0,Bournemouth,Sheffield Utd,GK,Moore
Kieran Trippier,0,0,0,0,0.0,334,252,0,0,0.0,0.0,2020-02-16T14:00:00Z,0,0,0,0,0,26,0,9801,3,2,0.0,0,-7,39,46,55,False,0,Aston Villa,Spurs,DEF,Trippier
Florin Andone,0,0,0,0,0.0,46,253,0,0,0.0,0.0,2020-02-08T17:30:00Z,0,0,0,0,0,26,0,26269,1,1,0.0,0,-141,32,173,47,True,0,Watford,Brighton,FWD,Andone
Juan Foyth,0,0,0,0,0.0,335,252,0,0,0.0,0.0,2020-02-16T14:00:00Z,0,0,0,0,0,26,0,3197,3,2,0.0,0,-17,44,61,48,False,0,Aston Villa,Spurs,DEF,Foyth
Kenny McLean,0,0,18,0,5.1,286,257,1,0,2.3,18.0,2020-02-15T17:30:00Z,90,0,0,0,0,26,0,11343,1,0,0.0,2,-101,68,169,49,True,0,Liverpool,Norwich,MID,McLean
Jeremy Ngakia,0,0,0,0,0.0,593,256,0,0,0.0,0.0,2020-02-19T19:30:00Z,0,0,0,0,0,26,0,1846,0,2,0.0,0,115,314,199,40,False,0,Man City,West Ham,DEF,Ngakia
James Daly,0,0,0,0,0.0,581,255,0,0,0.0,0.0,2020-02-08T12:30:00Z,0,0,0,0,0,26,0,843,1,3,0.0,0,-151,18,169,45,False,0,Everton,Crystal Palace,FWD,Daly
Xherdan Shaqiri,0,0,0,0,0.0,194,257,0,0,0.0,0.0,2020-02-15T17:30:00Z,0,0,0,0,0,26,0,17220,1,0,0.0,0,-124,11,135,63,False,0,Norwich,Liverpool,MID,Shaqiri
Calum Chambers,0,0,0,0,0.0,467,251,0,0,0.0,0.0,2020-02-16T16:30:00Z,0,0,0,0,0,26,0,48494,0,4,0.0,0,-1537,16,1553,44,True,0,Newcastle,Arsenal,DEF,Chambers
Aymeric Laporte,0,0,25,1,3.4,202,256,0,0,0.8,5.0,2020-02-19T19:30:00Z,64,0,0,0,0,26,0,154772,0,2,0.0,6,-1706,2215,3921,63,True,0,West Ham,Man City,DEF,Laporte
Fabio Henrique Tavares,0,0,2,0,2.6,197,257,0,0,0.6,3.4,2020-02-15T17:30:00Z,30,0,0,0,0,26,0,71885,1,0,0.0,1,-97,491,588,54,False,0,Norwich,Liverpool,MID,Fabinho
Dan Burn,0,0,4,0,2.6,475,253,1,0,0.2,0.0,2020-02-08T17:30:00Z,56,0,0,0,0,26,0,13042,1,1,0.0,1,-536,34,570,45,True,0,Watford,Brighton,DEF,Burn
Onel Hernández,0,0,0,0,0.0,284,257,0,0,0.0,0.0,2020-02-15T17:30:00Z,0,0,0,0,0,26,0,4913,1,0,0.0,0,-74,55,129,53,True,0,Liverpool,Norwich,MID,Hernández
Fabian Delph,0,0,0,0,0.0,205,255,0,0,0.0,0.0,2020-02-08T12:30:00Z,0,0,0,0,0,26,0,13515,1,3,0.0,0,-1022,34,1056,53,True,0,Crystal Palace,Everton,DEF,Delph
Fernando Luiz Rosa,0,0,0,0,0.0,221,256,0,0,0.0,0.0,2020-02-19T19:30:00Z,0,0,0,0,0,26,0,49012,0,2,0.0,0,-290,894,1184,52,True,0,West Ham,Man City,MID,Fernandinho
Edward Nketiah,0,0,0,1,4.8,13,251,0,0,3.4,2.0,2020-02-16T16:30:00Z,84,0,0,0,0,26,0,44637,0,4,27.0,2,809,2276,1467,43,True,0,Newcastle,Arsenal,FWD,Nketiah
Ashley Westwood,0,2,30,0,21.5,101,259,1,1,7.9,50.2,2020-02-15T12:30:00Z,90,0,0,0,0,26,0,33972,2,1,7.0,9,2639,4567,1928,54,False,0,Southampton,Burnley,MID,Westwood
Josh Brownhill,0,0,0,0,0.0,620,259,0,0,0.0,0.0,2020-02-15T12:30:00Z,0,0,0,0,0,26,0,352,2,1,0.0,0,119,155,36,50,False,0,Southampton,Burnley,MID,Brownhill
Tom Cleverley,0,0,0,0,0.0,371,253,0,0,0.0,0.0,2020-02-08T17:30:00Z,0,0,0,0,0,26,0,7391,1,1,0.0,0,-37,31,68,48,False,0,Brighton,Watford,MID,Cleverley
George Baldock,0,0,7,0,7.3,294,258,1,0,2.7,10.0,2020-02-09T14:00:00Z,90,0,0,0,0,26,0,890382,1,2,10.0,2,66044,84083,18039,51,True,0,Bournemouth,Sheffield Utd,DEF,Baldock
Moussa Sissoko,0,0,0,0,0.0,349,252,0,0,0.0,0.0,2020-02-16T14:00:00Z,0,0,0,0,0,26,0,95504,3,2,0.0,0,-2233,21,2254,48,False,0,Aston Villa,Spurs,MID,Sissoko
Anthony Knockaert,0,0,0,0,0.0,52,253,0,0,0.0,0.0,2020-02-08T17:30:00Z,0,0,0,0,0,26,0,655,1,1,0.0,0,0,14,14,54,True,0,Watford,Brighton,MID,Knockaert
Andreas Pereira,0,0,3,0,0.8,246,254,0,0,0.1,0.2,2020-02-17T20:00:00Z,10,0,0,0,0,26,0,34103,2,0,0.0,1,-963,900,1863,49,False,0,Chelsea,Man Utd,MID,Pereira
Kevin Danso,0,0,0,0,0.0,532,259,0,0,0.0,0.0,2020-02-15T12:30:00Z,0,0,0,0,0,26,0,2225,2,1,0.0,0,10,76,66,42,True,0,Burnley,Southampton,DEF,Danso
Tomas Soucek,0,0,11,0,0.9,616,256,2,0,1.8,15.4,2020-02-19T19:30:00Z,90,0,0,0,0,26,0,884,0,2,2.0,2,370,457,87,50,False,0,Man City,West Ham,MID,Soucek
Che Adams,0,0,4,0,0.0,437,259,0,0,0.1,1.0,2020-02-15T12:30:00Z,4,0,0,0,0,26,0,23519,2,1,0.0,1,-56,318,374,53,True,0,Burnley,Southampton,FWD,Adams
Javier Manquillo,0,0,0,0,0.0,256,251,0,0,0.0,0.0,2020-02-16T16:30:00Z,0,0,0,0,0,26,0,11286,0,4,0.0,0,-723,4,727,43,False,0,Arsenal,Newcastle,DEF,Manquillo
Gerard Deulofeu,0,0,7,0,11.4,363,253,1,0,3.0,6.2,2020-02-08T17:30:00Z,85,0,0,0,0,26,0,231286,1,1,12.0,2,4323,16762,12439,61,False,0,Brighton,Watford,FWD,Deulofeu
Nabil Bentaleb,0,0,13,0,11.4,612,251,4,0,3.0,16.6,2020-02-16T16:30:00Z,90,0,0,0,0,26,0,1957,0,4,2.0,2,451,776,325,50,False,0,Arsenal,Newcastle,MID,Bentaleb
Andreas Christensen,0,0,9,0,0.4,108,254,1,0,1.4,11.8,2020-02-17T20:00:00Z,45,0,0,0,0,26,0,42732,2,0,2.0,1,36,474,438,49,True,0,Man Utd,Chelsea,DEF,Christensen
John McGinn,0,0,0,0,0.0,31,252,0,0,0.0,0.0,2020-02-16T14:00:00Z,0,0,0,0,0,26,0,204819,3,2,0.0,0,-5351,21,5372,54,True,0,Spurs,Aston Villa,MID,McGinn
James Tomkins,0,0,9,0,0.2,124,255,2,0,1.3,12.8,2020-02-08T12:30:00Z,60,0,0,0,0,26,0,45143,1,3,0.0,1,-3507,740,4247,50,False,0,Everton,Crystal Palace,DEF,Tomkins
César Azpilicueta,0,0,9,0,4.4,105,254,2,0,8.1,9.6,2020-02-17T20:00:00Z,90,0,0,0,0,26,0,447602,2,0,67.0,1,-1593,12019,13612,58,True,0,Man Utd,Chelsea,DEF,Azpilicueta
John Fleck,0,0,11,0,36.8,301,258,1,0,7.1,12.2,2020-02-09T14:00:00Z,90,0,0,0,0,26,0,525571,1,2,22.0,2,78648,103508,24860,51,True,0,Bournemouth,Sheffield Utd,MID,Fleck
Axel Tuanzebe,0,0,0,0,0.0,481,254,0,0,0.0,0.0,2020-02-17T20:00:00Z,0,0,0,0,0,26,0,7644,2,0,0.0,0,-107,5,112,44,False,0,Chelsea,Man Utd,DEF,Tuanzebe
David Brooks,0,0,0,0,0.0,76,258,0,0,0.0,0.0,2020-02-09T14:00:00Z,0,0,0,0,0,26,0,6772,1,2,0.0,0,-20,26,46,63,False,0,Sheffield Utd,Bournemouth,MID,Brooks
Sébastien Haller,0,0,0,0,0.0,457,256,0,0,0.0,0.0,2020-02-19T19:30:00Z,0,0,0,0,0,26,0,188248,0,2,0.0,0,-38592,998,39590,69,False,0,Man City,West Ham,FWD,Haller
Aaron Connolly,0,0,0,0,0.0,534,253,0,0,0.0,0.0,2020-02-08T17:30:00Z,0,0,0,0,0,26,0,92406,1,1,0.0,0,1120,7704,6584,43,True,0,Watford,Brighton,FWD,Connolly
Yves Bissouma,0,0,0,0,0.0,53,253,0,0,0.0,0.0,2020-02-08T17:30:00Z,0,0,0,0,0,26,0,1293,1,1,0.0,0,-19,28,47,50,True,0,Watford,Brighton,MID,Bissouma
